NAME,B08006_001E,B08006_017E,B28002_001E,B28002_004E,B19013_001E,B23025_003E,B23025_005E,B01003_001E,C24030_001E,C24030_013E,C24030_040E,C24030_015E,C24030_042E,C24030_018E,C24030_045E,C24030_019E,C24030_046E,state,county,year
"Sevier County, Arkansas",6490.0,218.0,5498,4292,49470.0,6995.0,338.0,16074,6657.0,0.0,0.0,50.0,151.0,44.0,52.0,0.0,0.0,5,133,2021
"Sharp County, Arkansas",5923.0,253.0,6841,4114,37361.0,6322.0,350.0,17243,5972.0,60.0,6.0,76.0,70.0,35.0,62.0,0.0,0.0,5,135,2021
"Stone County, Arkansas",3989.0,228.0,4678,2418,32813.0,4357.0,326.0,12364,4031.0,35.0,14.0,35.0,44.0,20.0,20.0,0.0,33.0,5,137,2021
"Union County, Arkansas",15374.0,524.0,14791,10205,46444.0,16285.0,713.0,39262,15572.0,58.0,0.0,264.0,465.0,181.0,115.0,46.0,35.0,5,139,2021
"Van Buren County, Arkansas",5476.0,248.0,6951,4861,40763.0,5854.0,316.0,15851,5538.0,11.0,0.0,23.0,159.0,47.0,63.0,4.0,0.0,5,141,2021
"Washington County, Arkansas",116608.0,9465.0,91329,77573,56610.0,123864.0,5848.0,242793,118016.0,884.0,507.0,1281.0,1589.0,3851.0,3099.0,325.0,223.0,5,143,2021
"White County, Arkansas",31543.0,1068.0,28599,23581,46345.0,33722.0,1813.0,77075,31909.0,219.0,121.0,349.0,467.0,397.0,469.0,23.0,0.0,5,145,2021
"Woodruff County, Arkansas",2661.0,111.0,2634,1586,43717.0,2883.0,218.0,6333,2665.0,0.0,12.0,80.0,74.0,59.0,0.0,0.0,4.0,5,147,2021
"Yell County, Arkansas",9072.0,733.0,7541,5754,51070.0,9463.0,343.0,20489,9120.0,52.0,68.0,125.0,67.0,62.0,149.0,0.0,15.0,5,149,2021
"Alameda County, California",817140.0,133693.0,581683,536382,112017.0,921061.0,46498.0,1673133,874563.0,19998.0,11697.0,16525.0,18811.0,85843.0,56398.0,822.0,722.0,6,001,2021
"Alpine County, California",514.0,140.0,434,367,96000.0,575.0,53.0,1344,522.0,0.0,0.0,2.0,1.0,32.0,10.0,0.0,0.0,6,003,2021
"Amador County, California",14830.0,1697.0,15394,13228,69955.0,16213.0,1099.0,40095,15114.0,150.0,121.0,46.0,286.0,339.0,611.0,0.0,0.0,6,005,2021
"Butte County, California",93043.0,8477.0,85292,75946,59863.0,103649.0,7446.0,217884,96203.0,1056.0,860.0,1165.0,1735.0,2772.0,3092.0,0.0,94.0,6,007,2021
"Calaveras County, California",16387.0,1922.0,16809,14432,70119.0,17846.0,1215.0,45349,16631.0,151.0,127.0,64.0,425.0,354.0,613.0,10.0,0.0,6,009,2021
"Colusa County, California",9320.0,483.0,7303,5767,61861.0,10097.0,559.0,21780,9538.0,20.0,27.0,28.0,90.0,26.0,59.0,0.0,0.0,6,011,2021
"Contra Costa County, California",553536.0,79167.0,405106,380856,110455.0,605752.0,35366.0,1161643,570386.0,8743.0,5545.0,14114.0,16390.0,38487.0,28272.0,458.0,432.0,6,013,2021
"Del Norte County, California",8939.0,487.0,9531,8422,53280.0,9995.0,750.0,27655,9245.0,123.0,3.0,12.0,53.0,183.0,74.0,0.0,0.0,6,015,2021
"El Dorado County, California",85493.0,12898.0,74535,67199,88770.0,91620.0,4295.0,190568,87325.0,883.0,564.0,1918.0,2055.0,4861.0,3598.0,31.0,29.0,6,017,2021
"Fresno County, California",403192.0,27593.0,314421,263131,61276.0,455708.0,40039.0,1003150,415669.0,3149.0,1806.0,4085.0,7552.0,10490.0,8537.0,54.0,187.0,6,019,2021
"Glenn County, California",11856.0,846.0,9753,8063,56332.0,13096.0,924.0,28675,12172.0,28.0,5.0,4.0,104.0,90.0,256.0,0.0,0.0,6,021,2021
"Humboldt County, California",57701.0,6300.0,53729,47215,53350.0,66418.0,6223.0,137014,60195.0,598.0,140.0,536.0,807.0,1609.0,1708.0,0.0,10.0,6,023,2021
"Imperial County, California",57287.0,3521.0,45541,38849,49078.0,67865.0,9461.0,180051,58404.0,317.0,127.0,471.0,582.0,1063.0,742.0,0.0,28.0,6,025,2021
"Inyo County, California",8159.0,564.0,7832,6514,60925.0,8733.0,377.0,18804,8356.0,35.0,126.0,62.0,149.0,101.0,205.0,0.0,4.0,6,027,2021
"Kern County, California",346503.0,18857.0,274705,235580,58824.0,388041.0,34404.0,905644,353637.0,2230.0,1062.0,3269.0,3983.0,7543.0,6385.0,91.0,233.0,6,029,2021
"Kings County, California",55733.0,2835.0,43286,36898,63267.0,57736.0,5259.0,151887,52477.0,262.0,254.0,221.0,720.0,746.0,789.0,8.0,0.0,6,031,2021
"Lake County, California",24536.0,3517.0,26307,21819,53399.0,28369.0,2860.0,67749,25509.0,116.0,187.0,160.0,76.0,659.0,688.0,0.0,0.0,6,033,2021
"Lassen County, California",8513.0,471.0,8910,7477,59292.0,9279.0,640.0,32949,8639.0,111.0,20.0,40.0,46.0,67.0,173.0,0.0,0.0,6,035,2021
"Los Angeles County, California",4753898.0,519498.0,3342811,2971249,76367.0,5252747.0,367715.0,10019635,4885032.0,131482.0,82825.0,82380.0,97490.0,228581.0,177546.0,2616.0,3068.0,6,037,2021
"Madera County, California",56553.0,3861.0,43578,37990,66709.0,65603.0,6859.0,156304,58744.0,403.0,176.0,707.0,887.0,899.0,951.0,0.0,32.0,6,039,2021
"Marin County, California",127959.0,28054.0,103751,97206,131008.0,137710.0,7097.0,262387,130613.0,3028.0,2439.0,5051.0,2840.0,12028.0,9499.0,148.0,84.0,6,041,2021
"Mariposa County, California",6827.0,757.0,7588,6138,53304.0,7796.0,756.0,17225,7040.0,26.0,24.0,18.0,53.0,105.0,184.0,0.0,0.0,6,043,2021
"Mendocino County, California",37623.0,3646.0,34183,28590,56378.0,42578.0,3606.0,91534,38972.0,225.0,95.0,336.0,544.0,833.0,725.0,0.0,42.0,6,045,2021
"Merced County, California",103796.0,4773.0,81618,72334,58861.0,121686.0,13492.0,279150,108194.0,624.0,344.0,729.0,1107.0,1306.0,1590.0,31.0,28.0,6,047,2021
"Modoc County, California",2978.0,434.0,3413,2607,51090.0,3321.0,328.0,8723,2993.0,9.0,12.0,0.0,16.0,100.0,90.0,0.0,0.0,6,049,2021
"Mono County, California",7238.0,686.0,5361,4862,71138.0,7275.0,178.0,13291,7097.0,45.0,21.0,162.0,38.0,212.0,160.0,0.0,0.0,6,051,2021
"Monterey County, California",191033.0,13676.0,129977,117684,82013.0,200826.0,11019.0,438953,189807.0,1685.0,833.0,1428.0,1807.0,5052.0,4399.0,55.0,23.0,6,053,2021
"Napa County, California",68679.0,6324.0,48745,44717,97498.0,73750.0,3603.0,138795,70147.0,602.0,326.0,686.0,1022.0,2437.0,2185.0,9.0,47.0,6,055,2021
"Nevada County, California",45924.0,8847.0,40877,36346,74617.0,48786.0,2042.0,102090,46744.0,534.0,168.0,500.0,941.0,2200.0,1795.0,13.0,17.0,6,057,2021
"Orange County, California",1562454.0,191060.0,1057592,982469,100485.0,1688370.0,91539.0,3182923,1596831.0,20475.0,10665.0,47778.0,43464.0,95545.0,64070.0,1181.0,1455.0,6,059,2021
"Placer County, California",183134.0,29632.0,149714,137644,99734.0,194122.0,8303.0,400330,185819.0,2180.0,1249.0,5312.0,6172.0,10294.0,7555.0,315.0,169.0,6,061,2021
"Plumas County, California",7495.0,501.0,8231,6811,57885.0,8457.0,697.0,19631,7760.0,49.0,29.0,0.0,113.0,192.0,200.0,0.0,0.0,6,063,2021
"Riverside County, California",1020284.0,81801.0,740506,672295,76066.0,1126392.0,81362.0,2409331,1045030.0,10873.0,5326.0,12719.0,18009.0,29013.0,21259.0,477.0,308.0,6,065,2021
"Sacramento County, California",715334.0,87333.0,559036,513123,76422.0,784236.0,51448.0,1571767,732788.0,7304.0,4253.0,12913.0,19366.0,28514.0,24224.0,341.0,550.0,6,067,2021
"San Benito County, California",29892.0,2351.0,19144,17637,95606.0,33330.0,2379.0,63329,30951.0,171.0,121.0,266.0,462.0,911.0,798.0,13.0,0.0,6,069,2021
"San Bernardino County, California",926022.0,72421.0,651743,581961,70287.0,1010279.0,75447.0,2171071,934832.0,7744.0,4028.0,10131.0,16335.0,22928.0,19343.0,228.0,448.0,6,071,2021
"San Diego County, California",1618547.0,201635.0,1139899,1059964,88240.0,1683318.0,110391.0,3296317,1572927.0,20744.0,10857.0,27244.0,31458.0,101674.0,72464.0,1375.0,1631.0,6,073,2021
"San Francisco County, California",500344.0,90163.0,361222,327296,126187.0,540475.0,28573.0,865933,511902.0,19761.0,12215.0,18215.0,12787.0,67240.0,47520.0,520.0,589.0,6,075,2021
"San Joaquin County, California",314888.0,20726.0,234662,206210,74962.0,353205.0,25714.0,771406,327491.0,2776.0,1558.0,3252.0,6070.0,8631.0,7501.0,114.0,184.0,6,077,2021
"San Luis Obispo County, California",128905.0,14090.0,106790,96879,82514.0,137198.0,7059.0,282771,130139.0,1503.0,902.0,1276.0,2083.0,5726.0,4633.0,79.0,86.0,6,079,2021
"San Mateo County, California",400489.0,59555.0,264892,247502,136837.0,429101.0,19757.0,762488,409344.0,11644.0,7398.0,11011.0,10001.0,37401.0,29172.0,400.0,289.0,6,081,2021
"Santa Barbara County, California",207493.0,20863.0,147446,133891,84356.0,224912.0,13803.0,447651,211109.0,2094.0,1558.0,2511.0,3348.0,10189.0,6277.0,170.0,152.0,6,083,2021
"Santa Clara County, California",979075.0,151857.0,646847,608869,140258.0,1054725.0,46957.0,1932022,1007768.0,38668.0,17299.0,13188.0,15234.0,112964.0,66475.0,1741.0,685.0,6,085,2021
"Santa Cruz County, California",132141.0,18430.0,96476,88353,96093.0,145818.0,9311.0,272138,136507.0,2323.0,1002.0,1273.0,1847.0,7051.0,5893.0,16.0,82.0,6,087,2021
"Shasta County, California",73769.0,5427.0,71314,62099,61937.0,80819.0,5274.0,181935,75545.0,660.0,287.0,766.0,1971.0,2309.0,1915.0,42.0,9.0,6,089,2021
"Sierra County, California",1334.0,241.0,1151,848,56152.0,1524.0,137.0,3079,1387.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,6,091,2021
"Siskiyou County, California",16021.0,1484.0,18598,15399,49857.0,17968.0,1414.0,44151,16554.0,126.0,160.0,130.0,157.0,308.0,326.0,0.0,4.0,6,093,2021
"Solano County, California",210032.0,16935.0,153632,142473,89648.0,225581.0,13430.0,451432,212151.0,2392.0,1305.0,3020.0,5122.0,6121.0,5381.0,122.0,98.0,6,095,2021
"Sonoma County, California",245200.0,27758.0,188841,174450,91607.0,264810.0,13428.0,492498,251382.0,2977.0,1502.0,3282.0,4784.0,10225.0,9389.0,115.0,60.0,6,097,2021
"Stanislaus County, California",227453.0,14510.0,175067,155361,68368.0,255842.0,21517.0,550842,234325.0,1373.0,731.0,1409.0,3007.0,4947.0,4030.0,37.0,62.0,6,099,2021
"Sutter County, California",41164.0,2738.0,32703,28377,67003.0,45099.0,3431.0,99080,41668.0,212.0,193.0,593.0,681.0,832.0,548.0,0.0,68.0,6,101,2021
"Tehama County, California",25121.0,1573.0,24551,20209,52901.0,28316.0,2297.0,65345,26019.0,151.0,42.0,114.0,554.0,468.0,350.0,0.0,2.0,6,103,2021
"Trinity County, California",5379.0,1500.0,5492,4179,42206.0,5745.0,332.0,15818,5413.0,79.0,7.0,5.0,2.0,27.0,88.0,0.0,0.0,6,105,2021
"Tulare County, California",181690.0,8890.0,139631,116414,57394.0,208562.0,21293.0,470999,187269.0,1352.0,695.0,1045.0,2094.0,2811.0,2320.0,61.0,74.0,6,107,2021
"Tuolumne County, California",20686.0,1896.0,23103,19606,66846.0,23437.0,1896.0,55243,21541.0,124.0,151.0,159.0,465.0,618.0,917.0,0.0,0.0,6,109,2021
"Ventura County, California",402256.0,43068.0,274471,250123,94150.0,434377.0,24236.0,845255,410141.0,6610.0,3562.0,9238.0,11417.0,17737.0,15355.0,192.0,353.0,6,111,2021
"Yolo County, California",99145.0,12396.0,75471,68378,78386.0,107620.0,6017.0,216703,101603.0,769.0,297.0,1082.0,1490.0,4179.0,3623.0,22.0,143.0,6,113,2021
"Yuba County, California",32181.0,1754.0,26888,23589,62666.0,32693.0,2136.0,80404,30557.0,358.0,232.0,262.0,551.0,703.0,526.0,0.0,19.0,6,115,2021
"Adams County, Colorado",265188.0,24815.0,176880,159432,78304.0,282408.0,12897.0,514969,269511.0,4434.0,2151.0,3163.0,6495.0,9259.0,8049.0,180.0,239.0,8,001,2021
"Alamosa County, Colorado",7179.0,305.0,6327,5302,46217.0,7924.0,435.0,16377,7489.0,45.0,6.0,113.0,210.0,207.0,142.0,0.0,0.0,8,003,2021
"Arapahoe County, Colorado",346381.0,47856.0,247251,229795,84947.0,367896.0,16779.0,651621,351117.0,7859.0,4633.0,10623.0,13423.0,20339.0,15313.0,453.0,254.0,8,005,2021
"Archuleta County, Colorado",5818.0,773.0,5770,4998,62907.0,6252.0,295.0,13267,5957.0,10.0,18.0,16.0,36.0,384.0,215.0,0.0,0.0,8,007,2021
"Baca County, Colorado",1461.0,100.0,1594,1252,39891.0,1529.0,41.0,3519,1488.0,0.0,3.0,3.0,36.0,27.0,23.0,0.0,5.0,8,009,2021
"Bent County, Colorado",1572.0,99.0,1805,1407,40972.0,1692.0,103.0,5861,1589.0,3.0,72.0,34.0,7.0,0.0,1.0,0.0,0.0,8,011,2021
"Boulder County, Colorado",174681.0,36330.0,131701,122910,92466.0,186499.0,8520.0,328713,177979.0,3801.0,2182.0,3157.0,2620.0,18132.0,10497.0,106.0,79.0,8,013,2021
"Broomfield County, Colorado",40785.0,7975.0,29487,27825,107570.0,42594.0,1423.0,72697,41171.0,1171.0,642.0,1145.0,1009.0,3577.0,2377.0,41.0,86.0,8,014,2021
"Chaffee County, Colorado",8882.0,1427.0,8539,6981,61216.0,9395.0,450.0,19436,8945.0,103.0,72.0,98.0,310.0,578.0,377.0,0.0,0.0,8,015,2021
"Cheyenne County, Colorado",794.0,71.0,695,600,69063.0,834.0,24.0,1691,810.0,0.0,6.0,15.0,17.0,3.0,21.0,0.0,0.0,8,017,2021
"Clear Creek County, Colorado",5526.0,973.0,4427,3850,76313.0,5874.0,227.0,9427,5647.0,25.0,54.0,130.0,47.0,535.0,193.0,0.0,0.0,8,019,2021
"Conejos County, Colorado",2979.0,341.0,3097,2323,38536.0,3368.0,268.0,7579,3100.0,15.0,9.0,13.0,99.0,40.0,62.0,0.0,0.0,8,021,2021
"Costilla County, Colorado",1221.0,127.0,1446,1159,35000.0,1400.0,108.0,3517,1292.0,13.0,10.0,22.0,14.0,16.0,12.0,0.0,0.0,8,023,2021
"Crowley County, Colorado",1683.0,143.0,1340,1066,37870.0,1815.0,101.0,6018,1714.0,3.0,19.0,0.0,1.0,6.0,9.0,0.0,0.0,8,025,2021
"Custer County, Colorado",1901.0,448.0,2124,1650,59877.0,2027.0,112.0,4720,1915.0,15.0,13.0,10.0,64.0,67.0,39.0,0.0,0.0,8,027,2021
"Delta County, Colorado",11705.0,1677.0,12143,9421,51803.0,12604.0,661.0,31133,11943.0,69.0,134.0,71.0,202.0,249.0,234.0,0.0,0.0,8,029,2021
"Denver County, Colorado",403262.0,69543.0,313926,284314,78177.0,430116.0,19715.0,706799,410401.0,9011.0,4684.0,13511.0,10483.0,33897.0,23898.0,451.0,288.0,8,031,2021
"Dolores County, Colorado",1103.0,217.0,1144,679,62500.0,1158.0,35.0,2288,1123.0,16.0,2.0,0.0,34.0,50.0,0.0,0.0,0.0,8,033,2021
"Douglas County, Colorado",189450.0,39380.0,127921,124069,127443.0,198059.0,6839.0,351929,191220.0,6611.0,2751.0,9913.0,7509.0,16279.0,10221.0,590.0,247.0,8,035,2021
"Eagle County, Colorado",31940.0,3932.0,19511,18554,91338.0,33823.0,1314.0,55693,32509.0,262.0,91.0,459.0,377.0,1319.0,898.0,0.0,0.0,8,037,2021
"Elbert County, Colorado",13494.0,1939.0,9261,8616,114904.0,14089.0,276.0,25897,13813.0,228.0,227.0,307.0,523.0,765.0,633.0,0.0,0.0,8,039,2021
"El Paso County, Colorado",360357.0,40740.0,270178,251054,75909.0,357560.0,21692.0,722736,335868.0,4899.0,3123.0,8027.0,10108.0,19729.0,12877.0,97.0,108.0,8,041,2021
"Fremont County, Colorado",15154.0,1462.0,17510,14377,53411.0,16019.0,748.0,49007,15271.0,89.0,41.0,197.0,375.0,320.0,424.0,0.0,0.0,8,043,2021
"Garfield County, Colorado",32325.0,2847.0,21707,19468,77212.0,34525.0,1357.0,61221,33168.0,300.0,320.0,738.0,589.0,1038.0,956.0,70.0,4.0,8,045,2021
"Gilpin County, Colorado",3672.0,490.0,2791,2585,96784.0,3815.0,74.0,5812,3741.0,153.0,51.0,23.0,38.0,286.0,107.0,0.0,0.0,8,047,2021
"Grand County, Colorado",8602.0,1367.0,5841,5280,69353.0,9118.0,453.0,15629,8665.0,79.0,6.0,39.0,150.0,458.0,157.0,0.0,0.0,8,049,2021
"Gunnison County, Colorado",9595.0,834.0,7100,6296,63341.0,10468.0,441.0,16851,10027.0,28.0,126.0,89.0,48.0,291.0,211.0,0.0,0.0,8,051,2021
"Hinsdale County, Colorado",364.0,35.0,442,412,45714.0,385.0,15.0,858,370.0,12.0,8.0,9.0,5.0,25.0,12.0,0.0,0.0,8,053,2021
"Huerfano County, Colorado",2371.0,380.0,2744,2004,45724.0,2512.0,133.0,6787,2379.0,43.0,33.0,0.0,3.0,67.0,105.0,0.0,0.0,8,055,2021
"Jackson County, Colorado",615.0,110.0,632,507,44667.0,676.0,61.0,1375,615.0,5.0,3.0,0.0,0.0,9.0,38.0,0.0,0.0,8,057,2021
"Jefferson County, Colorado",315035.0,50635.0,236499,220269,93933.0,332782.0,13309.0,580130,319473.0,5459.0,2879.0,7477.0,8567.0,23056.0,17320.0,196.0,167.0,8,059,2021
"Kiowa County, Colorado",671.0,21.0,584,503,45476.0,697.0,4.0,1414,693.0,8.0,7.0,3.0,14.0,14.0,2.0,0.0,0.0,8,061,2021
"Kit Carson County, Colorado",3322.0,244.0,2964,2587,52917.0,3558.0,112.0,7071,3446.0,9.0,15.0,15.0,61.0,39.0,39.0,0.0,0.0,8,063,2021
"Lake County, Colorado",4230.0,207.0,2795,2280,73099.0,4571.0,125.0,7417,4446.0,32.0,7.0,13.0,140.0,166.0,234.0,0.0,0.0,8,065,2021
"La Plata County, Colorado",28712.0,4094.0,22266,18520,75089.0,30060.0,994.0,55673,29066.0,200.0,205.0,351.0,631.0,1523.0,918.0,8.0,5.0,8,067,2021
"Larimer County, Colorado",186493.0,28791.0,145175,132477,80664.0,197552.0,9002.0,354670,188550.0,1885.0,1139.0,2857.0,3293.0,10938.0,8807.0,48.0,93.0,8,069,2021
"Las Animas County, Colorado",5748.0,484.0,6410,5157,45118.0,6319.0,464.0,14531,5855.0,24.0,64.0,53.0,79.0,65.0,146.0,0.0,0.0,8,071,2021
"Lincoln County, Colorado",1795.0,166.0,1812,1373,46894.0,1851.0,48.0,5630,1803.0,10.0,49.0,19.0,36.0,23.0,47.0,0.0,0.0,8,073,2021
"Logan County, Colorado",10679.0,783.0,7928,6799,50998.0,11319.0,388.0,21765,10931.0,223.0,39.0,307.0,123.0,99.0,108.0,0.0,2.0,8,075,2021
"Mesa County, Colorado",71370.0,7118.0,61977,54982,62127.0,77339.0,4357.0,154685,72982.0,665.0,471.0,840.0,1222.0,1764.0,1982.0,63.0,12.0,8,077,2021
"Mineral County, Colorado",423.0,33.0,386,349,55556.0,443.0,20.0,794,423.0,4.0,7.0,0.0,0.0,10.0,3.0,0.0,0.0,8,079,2021
"Moffat County, Colorado",6015.0,223.0,5121,4412,58583.0,6374.0,288.0,13240,6086.0,7.0,33.0,19.0,59.0,95.0,87.0,0.0,0.0,8,081,2021
"Montezuma County, Colorado",10838.0,880.0,10461,8142,58335.0,11538.0,585.0,25916,10953.0,9.0,46.0,5.0,123.0,132.0,227.0,16.0,0.0,8,083,2021
"Montrose County, Colorado",18161.0,1758.0,16840,13717,57225.0,19411.0,1022.0,42328,18389.0,243.0,83.0,163.0,298.0,247.0,489.0,0.0,0.0,8,085,2021
"Morgan County, Colorado",13019.0,769.0,10601,9415,62914.0,14010.0,604.0,28868,13406.0,78.0,54.0,58.0,226.0,194.0,193.0,0.0,0.0,8,087,2021
"Otero County, Colorado",7004.0,258.0,7618,5799,45826.0,7672.0,482.0,18665,7190.0,115.0,73.0,29.0,153.0,38.0,98.0,0.0,0.0,8,089,2021
"Ouray County, Colorado",2198.0,393.0,2204,1974,67228.0,2296.0,82.0,4850,2214.0,11.0,19.0,40.0,35.0,152.0,140.0,0.0,0.0,8,091,2021
"Park County, Colorado",8626.0,1318.0,7169,6440,77775.0,9097.0,398.0,17384,8699.0,36.0,32.0,141.0,312.0,394.0,320.0,0.0,37.0,8,093,2021
"Phillips County, Colorado",1965.0,162.0,1715,1280,50951.0,2021.0,23.0,4497,1998.0,0.0,7.0,40.0,20.0,23.0,33.0,0.0,0.0,8,095,2021
"Pitkin County, Colorado",11016.0,1568.0,7202,6769,92708.0,11379.0,311.0,17471,11068.0,71.0,184.0,187.0,336.0,361.0,484.0,0.0,0.0,8,097,2021
"Prowers County, Colorado",5079.0,257.0,4421,3611,44984.0,5330.0,208.0,11966,5122.0,26.0,20.0,49.0,48.0,59.0,134.0,0.0,0.0,8,099,2021
"Pueblo County, Colorado",69303.0,3206.0,66442,54811,53430.0,75138.0,5049.0,167453,70089.0,343.0,568.0,576.0,936.0,1739.0,1157.0,52.0,52.0,8,101,2021
"Rio Blanco County, Colorado",2818.0,191.0,2488,2173,58239.0,3110.0,219.0,6495,2891.0,14.0,42.0,0.0,51.0,58.0,33.0,0.0,0.0,8,103,2021
"Rio Grande County, Colorado",4754.0,332.0,4616,3390,50287.0,5498.0,395.0,11476,5103.0,18.0,18.0,32.0,18.0,69.0,263.0,0.0,0.0,8,105,2021
"Routt County, Colorado",13889.0,1768.0,10094,9240,83725.0,14388.0,357.0,24899,14031.0,34.0,57.0,203.0,247.0,558.0,547.0,28.0,0.0,8,107,2021
"Saguache County, Colorado",2613.0,375.0,2877,2123,48413.0,2959.0,315.0,6369,2644.0,18.0,4.0,33.0,23.0,16.0,39.0,0.0,0.0,8,109,2021
"San Juan County, Colorado",372.0,59.0,326,261,63333.0,405.0,28.0,698,377.0,0.0,2.0,0.0,0.0,18.0,0.0,0.0,0.0,8,111,2021
"San Miguel County, Colorado",4824.0,908.0,3594,3118,70965.0,5069.0,182.0,8084,4887.0,32.0,83.0,63.0,27.0,320.0,176.0,0.0,0.0,8,113,2021
"Sedgwick County, Colorado",1037.0,114.0,1020,822,44405.0,1097.0,47.0,2459,1050.0,0.0,0.0,4.0,9.0,5.0,20.0,0.0,1.0,8,115,2021
"Summit County, Colorado",18851.0,2877.0,11329,10494,93505.0,20257.0,658.0,31042,19599.0,115.0,58.0,217.0,518.0,776.0,426.0,0.0,0.0,8,117,2021
"Teller County, Colorado",11359.0,1670.0,10557,9655,68677.0,12179.0,537.0,24607,11642.0,221.0,34.0,113.0,193.0,425.0,498.0,0.0,0.0,8,119,2021
"Washington County, Colorado",2178.0,296.0,2001,1673,54141.0,2313.0,72.0,4834,2241.0,21.0,12.0,26.0,75.0,50.0,25.0,0.0,4.0,8,121,2021
"Weld County, Colorado",160321.0,15229.0,111222,99660,80843.0,171345.0,8452.0,322424,162893.0,1479.0,772.0,1588.0,3512.0,5585.0,4828.0,144.0,293.0,8,123,2021
"Yuma County, Colorado",4537.0,232.0,3884,3161,56327.0,5057.0,304.0,9944,4753.0,28.0,28.0,71.0,70.0,83.0,85.0,0.0,0.0,8,125,2021
"Fairfield County, Connecticut",475201.0,59799.0,349443,318646,101194.0,517725.0,32884.0,956446,484841.0,7404.0,5242.0,29367.0,17508.0,28765.0,20527.0,604.0,847.0,9,001,2021
"Hartford County, Connecticut",444943.0,46322.0,356529,313585,80320.0,481939.0,28004.0,898636,453935.0,5431.0,3307.0,18920.0,22796.0,19543.0,13926.0,205.0,341.0,9,003,2021
"Litchfield County, Connecticut",94762.0,8496.0,74857,67355,84797.0,102553.0,6111.0,185175,96442.0,1012.0,1150.0,2019.0,2693.0,3434.0,3355.0,169.0,29.0,9,005,2021
"Middlesex County, Connecticut",86609.0,9139.0,68200,60478,90833.0,92422.0,4325.0,164568,88097.0,936.0,514.0,3116.0,3431.0,3641.0,3313.0,64.0,40.0,9,007,2021
"New Haven County, Connecticut",423971.0,36863.0,336400,292350,75043.0,463822.0,31105.0,864751,432717.0,4252.0,3333.0,8729.0,12758.0,15914.0,11344.0,188.0,431.0,9,009,2021
"New London County, Connecticut",135206.0,12571.0,109481,98309,79040.0,138958.0,7155.0,269131,131803.0,662.0,1020.0,1708.0,2708.0,4821.0,3148.0,53.0,74.0,9,011,2021
"Tolland County, Connecticut",75555.0,9001.0,56989,51876,88525.0,80946.0,3773.0,150120,77173.0,605.0,625.0,2727.0,3510.0,2606.0,2388.0,10.0,11.0,9,013,2021
"Windham County, Connecticut",55539.0,4173.0,45425,39560,71418.0,62261.0,4274.0,116503,57987.0,453.0,313.0,870.0,1316.0,1165.0,927.0,3.0,0.0,9,015,2021
"Kent County, Delaware",81165.0,4738.0,66720,59090,63715.0,84832.0,4710.0,180078,80122.0,440.0,244.0,1125.0,1718.0,1576.0,1567.0,0.0,79.0,10,001,2021
"New Castle County, Delaware",278582.0,31245.0,218002,198030,78428.0,300889.0,17890.0,567769,282999.0,2138.0,1585.0,13093.0,16506.0,11663.0,8980.0,255.0,300.0,10,003,2021
"Sussex County, Delaware",99824.0,9221.0,96375,83035,68886.0,106729.0,5393.0,234045,101336.0,736.0,513.0,1344.0,1970.0,3028.0,2494.0,6.0,38.0,10,005,2021
"District of Columbia, District of Columbia",371014.0,73567.0,310104,270336,93547.0,402460.0,28493.0,683154,373967.0,7148.0,6553.0,7653.0,5966.0,41640.0,36408.0,263.0,208.0,11,001,2021
"Alachua County, Florida",129136.0,11140.0,105003,91330,53314.0,138636.0,6681.0,276171,131955.0,1344.0,849.0,1957.0,1907.0,4640.0,4215.0,66.0,28.0,12,001,2021
"Baker County, Florida",11106.0,695.0,8532,6907,63860.0,11920.0,605.0,28003,11315.0,27.0,0.0,217.0,432.0,179.0,266.0,0.0,0.0,12,003,2021
"Bay County, Florida",84237.0,5061.0,72881,65020,60473.0,87077.0,4031.0,181384,83046.0,866.0,401.0,827.0,1736.0,2811.0,1842.0,13.0,137.0,12,005,2021
"Bradford County, Florida",10532.0,886.0,8967,7262,48803.0,11175.0,559.0,27928,10616.0,96.0,58.0,32.0,97.0,283.0,534.0,0.0,0.0,12,007,2021
"Brevard County, Florida",263177.0,25106.0,242657,218262,63632.0,279577.0,13364.0,601573,266213.0,2047.0,1510.0,3445.0,5736.0,14542.0,9229.0,270.0,424.0,12,009,2021
"Broward County, Florida",957695.0,87141.0,732464,646662,64522.0,1039978.0,62334.0,1934551,977644.0,14410.0,7351.0,20379.0,24989.0,44124.0,36647.0,249.0,783.0,12,011,2021
"Calhoun County, Florida",4507.0,164.0,4495,3318,38098.0,4730.0,163.0,13863,4567.0,22.0,0.0,3.0,48.0,6.0,19.0,0.0,0.0,12,013,2021
"Charlotte County, Florida",64817.0,7788.0,82755,73089,57887.0,70241.0,3778.0,184837,66463.0,683.0,505.0,700.0,1358.0,1704.0,2123.0,0.0,49.0,12,015,2021
"Citrus County, Florida",47704.0,4412.0,65843,56939,48664.0,52652.0,4056.0,151888,48596.0,277.0,248.0,401.0,861.0,1566.0,911.0,0.0,0.0,12,017,2021
"Clay County, Florida",100386.0,10748.0,77434,72640,74059.0,105475.0,5052.0,216308,100423.0,783.0,266.0,2382.0,4423.0,3530.0,2666.0,189.0,173.0,12,019,2021
