NAME,B08006_001E,B08006_017E,B28002_001E,B28002_004E,B19013_001E,B23025_003E,B23025_005E,B01003_001E,C24030_001E,C24030_013E,C24030_040E,C24030_015E,C24030_042E,C24030_018E,C24030_045E,C24030_019E,C24030_046E,state,county,year
"Lincoln County, Maine",16276.0,1144.0,15241,11490,54041.0,17171.0,583.0,34021,16588.0,124.0,84.0,136.0,285.0,466.0,391.0,0.0,3.0,23,015,2017
"Chippewa County, Michigan",14807.0,537.0,14004,9941,44030.0,16477.0,1491.0,38023,14986.0,174.0,93.0,93.0,181.0,127.0,201.0,0.0,0.0,26,033,2017
"Monroe County, Michigan",68037.0,2362.0,58652,45505,59479.0,73542.0,4337.0,149619,69205.0,407.0,415.0,679.0,1277.0,1124.0,1046.0,0.0,33.0,26,115,2017
"Allegan County, Michigan",53272.0,2174.0,42556,30704,58487.0,56024.0,1996.0,114145,54028.0,328.0,245.0,346.0,930.0,1025.0,1115.0,0.0,4.0,26,005,2017
"Oakland County, Michigan",617557.0,27793.0,499617,427207,73369.0,665122.0,35571.0,1241860,629551.0,7399.0,5288.0,15952.0,19501.0,37072.0,27139.0,560.0,375.0,26,125,2017
"Hillsdale County, Michigan",18879.0,965.0,17896,11904,46160.0,20606.0,1261.0,45909,19345.0,81.0,114.0,110.0,299.0,229.0,228.0,3.0,6.0,26,059,2017
"Alger County, Michigan",3102.0,248.0,3244,2218,42647.0,3396.0,236.0,9254,3160.0,45.0,38.0,13.0,49.0,44.0,36.0,0.0,0.0,26,003,2017
"Muskegon County, Michigan",71806.0,2090.0,65216,47919,46077.0,80371.0,7179.0,172707,73192.0,310.0,275.0,432.0,953.0,1017.0,1141.0,26.0,104.0,26,121,2017
"Oceana County, Michigan",10464.0,445.0,10176,6644,44382.0,11591.0,898.0,26317,10693.0,44.0,45.0,30.0,190.0,175.0,92.0,0.0,3.0,26,127,2017
"Leelanau County, Michigan",9626.0,853.0,9022,7355,62646.0,10392.0,658.0,21564,9734.0,91.0,86.0,156.0,181.0,274.0,215.0,0.0,0.0,26,089,2017
"Lapeer County, Michigan",37813.0,1090.0,33152,25310,56186.0,41661.0,3084.0,88205,38577.0,218.0,199.0,199.0,868.0,758.0,749.0,10.0,5.0,26,087,2017
"Clare County, Michigan",10746.0,637.0,12726,8042,35913.0,12407.0,1422.0,30597,10985.0,67.0,26.0,83.0,230.0,202.0,83.0,18.0,0.0,26,035,2017
"Sanilac County, Michigan",17220.0,1022.0,17121,11387,44417.0,19112.0,1481.0,41535,17631.0,93.0,119.0,103.0,339.0,185.0,173.0,0.0,0.0,26,151,2017
"Keweenaw County, Michigan",837.0,66.0,1013,623,41118.0,906.0,50.0,2136,856.0,2.0,0.0,11.0,23.0,25.0,14.0,0.0,0.0,26,083,2017
"Isabella County, Michigan",32069.0,1575.0,24898,17552,42771.0,37000.0,3110.0,70572,33890.0,208.0,145.0,324.0,652.0,431.0,392.0,0.0,36.0,26,073,2017
"Ontonagon County, Michigan",2005.0,119.0,2945,1695,36073.0,2246.0,225.0,6072,2021.0,32.0,11.0,9.0,35.0,20.0,13.0,0.0,0.0,26,131,2017
"Ottawa County, Michigan",140181.0,5066.0,99721,82840,63962.0,149931.0,6636.0,280243,143295.0,1018.0,870.0,1865.0,2519.0,3551.0,2766.0,59.0,55.0,26,139,2017
"Tuscola County, Michigan",22585.0,673.0,21624,15043,45495.0,24828.0,1841.0,53569,22987.0,108.0,173.0,147.0,486.0,272.0,259.0,2.0,0.0,26,157,2017
"Alcona County, Michigan",3278.0,173.0,4979,3242,39424.0,3702.0,345.0,10413,3357.0,20.0,30.0,15.0,55.0,24.0,40.0,0.0,0.0,26,001,2017
"Alpena County, Michigan",12406.0,485.0,12789,9007,40954.0,13533.0,868.0,28730,12665.0,130.0,71.0,83.0,404.0,240.0,146.0,11.0,0.0,26,007,2017
"Ionia County, Michigan",27349.0,951.0,22625,16733,51980.0,29831.0,1851.0,64147,27980.0,102.0,250.0,201.0,1138.0,406.0,449.0,0.0,12.0,26,067,2017
"Kalkaska County, Michigan",6831.0,211.0,7019,4584,43431.0,7631.0,663.0,17358,6968.0,37.0,54.0,26.0,104.0,98.0,87.0,0.0,0.0,26,079,2017
"Midland County, Michigan",37358.0,1295.0,33986,26115,57117.0,40787.0,2874.0,83489,37913.0,343.0,146.0,374.0,677.0,960.0,862.0,16.0,5.0,26,111,2017
"Berrien County, Michigan",69293.0,3124.0,63035,45662,47132.0,76015.0,5576.0,154948,70439.0,494.0,505.0,791.0,1288.0,1405.0,1269.0,71.0,48.0,26,021,2017
"Ogemaw County, Michigan",7606.0,290.0,9325,6125,38149.0,8602.0,863.0,20979,7739.0,84.0,33.0,63.0,99.0,91.0,203.0,0.0,0.0,26,129,2017
"Oscoda County, Michigan",2669.0,182.0,3728,2176,36833.0,3194.0,379.0,8304,2815.0,20.0,24.0,8.0,48.0,41.0,59.0,0.0,0.0,26,135,2017
"Wexford County, Michigan",13672.0,556.0,13105,8781,42793.0,14904.0,1070.0,32915,13834.0,113.0,47.0,112.0,234.0,240.0,146.0,0.0,0.0,26,165,2017
"Crawford County, Michigan",5058.0,210.0,6025,4373,42666.0,5700.0,593.0,13821,5107.0,25.0,12.0,21.0,108.0,40.0,61.0,6.0,0.0,26,039,2017
"Clinton County, Michigan",36560.0,1691.0,29163,23969,64903.0,38822.0,1686.0,77321,37136.0,359.0,225.0,915.0,1284.0,1327.0,864.0,0.0,0.0,26,037,2017
"Dickinson County, Michigan",10955.0,252.0,11269,8225,45681.0,11869.0,715.0,25694,11154.0,104.0,187.0,122.0,266.0,141.0,132.0,0.0,0.0,26,043,2017
"Gratiot County, Michigan",15001.0,887.0,14736,9822,42256.0,16459.0,1223.0,41319,15236.0,82.0,80.0,87.0,315.0,221.0,251.0,0.0,0.0,26,057,2017
"Huron County, Michigan",13730.0,481.0,13880,9305,45191.0,14951.0,861.0,31750,14090.0,116.0,85.0,110.0,343.0,147.0,215.0,2.0,7.0,26,063,2017
"Ingham County, Michigan",133668.0,4992.0,111894,88158,49109.0,149830.0,12143.0,286185,137687.0,1241.0,980.0,2905.0,4618.0,4631.0,3316.0,11.0,19.0,26,065,2017
"Lenawee County, Michigan",43557.0,1350.0,38115,29303,51339.0,47156.0,2801.0,98585,44355.0,267.0,246.0,413.0,1028.0,762.0,653.0,20.0,37.0,26,091,2017
"Fayette County, Tennessee",17287.0,751.0,15084,10573,57919.0,19006.0,1498.0,39336,17508.0,138.0,42.0,257.0,464.0,426.0,346.0,5.0,8.0,47,047,2017
"Hancock County, Tennessee",2165.0,79.0,2704,1078,29619.0,2520.0,252.0,6605,2268.0,6.0,0.0,23.0,69.0,0.0,16.0,0.0,0.0,47,067,2017
"Hawkins County, Tennessee",21146.0,455.0,23375,13903,38728.0,23610.0,1743.0,56402,21867.0,167.0,91.0,138.0,527.0,153.0,275.0,0.0,18.0,47,073,2017
"Johnson County, Tennessee",5543.0,259.0,6936,3882,32994.0,5953.0,358.0,17846,5595.0,0.0,13.0,68.0,172.0,69.0,139.0,0.0,0.0,47,091,2017
"Lincoln County, Tennessee",13806.0,306.0,13653,8378,42153.0,15111.0,895.0,33543,14216.0,88.0,77.0,156.0,374.0,382.0,312.0,0.0,0.0,47,103,2017
"Macon County, Tennessee",9496.0,199.0,9158,5625,35533.0,10460.0,604.0,23239,9856.0,78.0,81.0,113.0,328.0,98.0,164.0,0.0,14.0,47,111,2017
"Moore County, Tennessee",2767.0,89.0,2613,1468,51671.0,2956.0,149.0,6302,2807.0,23.0,26.0,18.0,99.0,47.0,36.0,0.0,0.0,47,127,2017
"Robertson County, Tennessee",32039.0,1359.0,25065,19260,57424.0,35167.0,2441.0,68575,32726.0,350.0,170.0,468.0,1125.0,604.0,742.0,42.0,16.0,47,147,2017
"Franklin County, Tennessee",17400.0,412.0,16325,10754,46882.0,18929.0,1297.0,41397,17632.0,66.0,88.0,135.0,339.0,420.0,273.0,0.0,0.0,47,051,2017
"Blount County, Tennessee",57626.0,2280.0,49939,37139,51172.0,61987.0,3654.0,127135,58333.0,714.0,266.0,1049.0,1449.0,1343.0,1815.0,34.0,40.0,47,009,2017
"Cheatham County, Tennessee",18806.0,829.0,14671,11257,56150.0,20290.0,1120.0,39713,19170.0,180.0,90.0,220.0,526.0,335.0,545.0,23.0,12.0,47,021,2017
"Carter County, Tennessee",22423.0,981.0,23798,14392,34625.0,24361.0,1542.0,56500,22819.0,304.0,88.0,179.0,378.0,248.0,343.0,0.0,0.0,47,019,2017
"Grainger County, Tennessee",9126.0,430.0,9112,6121,40088.0,10130.0,648.0,22942,9482.0,72.0,29.0,62.0,148.0,62.0,101.0,0.0,0.0,47,057,2017
"Giles County, Tennessee",11995.0,322.0,11599,7231,43925.0,13146.0,778.0,29024,12368.0,41.0,70.0,84.0,290.0,77.0,120.0,6.0,0.0,47,055,2017
"Lauderdale County, Tennessee",8875.0,115.0,9725,5828,35551.0,10093.0,997.0,26497,9096.0,49.0,26.0,49.0,132.0,64.0,56.0,0.0,0.0,47,097,2017
"Lawrence County, Tennessee",15796.0,310.0,16101,10123,41522.0,17850.0,1573.0,42591,16277.0,134.0,50.0,72.0,330.0,70.0,229.0,0.0,7.0,47,099,2017
"Madison County, Tennessee",42260.0,1245.0,37110,26042,44496.0,45827.0,2824.0,97887,43003.0,239.0,198.0,456.0,565.0,519.0,717.0,6.0,19.0,47,113,2017
"Marion County, Tennessee",11800.0,504.0,11393,7329,45366.0,12705.0,765.0,28355,11940.0,67.0,67.0,93.0,427.0,136.0,127.0,27.0,6.0,47,115,2017
"Overton County, Tennessee",8599.0,258.0,8937,5407,36052.0,9222.0,486.0,21995,8736.0,20.0,68.0,46.0,169.0,48.0,37.0,0.0,0.0,47,133,2017
"Pickett County, Tennessee",2112.0,107.0,2180,1415,39313.0,2310.0,90.0,5071,2220.0,0.0,3.0,3.0,100.0,2.0,44.0,0.0,0.0,47,137,2017
"Sumner County, Tennessee",86052.0,4439.0,64600,52012,61584.0,91603.0,4105.0,175730,87498.0,1147.0,450.0,1345.0,2605.0,2663.0,2362.0,23.0,112.0,47,165,2017
"Wayne County, Tennessee",5765.0,129.0,5860,3421,34299.0,6345.0,530.0,16713,5815.0,15.0,105.0,37.0,231.0,55.0,62.0,0.0,0.0,47,181,2017
"Trousdale County, Tennessee",3749.0,183.0,2944,1711,41776.0,4178.0,344.0,8773,3834.0,0.0,53.0,35.0,192.0,88.0,64.0,0.0,0.0,47,169,2017
"Williamson County, Tennessee",103722.0,9366.0,73160,66036,103543.0,109636.0,3902.0,212161,105734.0,2398.0,1044.0,4517.0,3105.0,6692.0,4284.0,406.0,146.0,47,187,2017
"Bedford County, Tennessee",20995.0,726.0,17058,11650,47117.0,22658.0,1271.0,46854,21387.0,108.0,190.0,131.0,355.0,243.0,298.0,0.0,0.0,47,003,2017
"Clay County, Tennessee",2547.0,76.0,3171,1611,30801.0,2713.0,145.0,7684,2568.0,37.0,1.0,0.0,141.0,68.0,0.0,0.0,0.0,47,027,2017
"Greene County, Tennessee",27103.0,878.0,27319,17668,38266.0,30189.0,2188.0,68520,28001.0,222.0,83.0,215.0,562.0,349.0,534.0,0.0,0.0,47,059,2017
"Cumberland County, Tennessee",20284.0,642.0,25114,17775,40994.0,22456.0,1715.0,58178,20741.0,221.0,167.0,47.0,555.0,390.0,206.0,66.0,0.0,47,035,2017
"Shelby County, Tennessee",424378.0,13568.0,349207,246024,48415.0,470615.0,40397.0,937847,430218.0,3979.0,3033.0,6402.0,9319.0,10206.0,9064.0,194.0,301.0,47,157,2017
"Van Buren County, Tennessee",2222.0,173.0,2156,1417,43631.0,2612.0,304.0,5675,2308.0,36.0,4.0,9.0,78.0,39.0,17.0,0.0,0.0,47,175,2017
"Claiborne County, Tennessee",11429.0,430.0,12996,7643,35428.0,13002.0,1109.0,31566,11893.0,87.0,15.0,87.0,451.0,141.0,116.0,0.0,0.0,47,025,2017
"Henderson County, Tennessee",11200.0,409.0,10827,6783,42711.0,12434.0,1179.0,27889,11255.0,13.0,26.0,97.0,313.0,90.0,176.0,0.0,8.0,47,077,2017
"Hickman County, Tennessee",9435.0,417.0,8930,4794,39333.0,10300.0,641.0,24502,9659.0,67.0,65.0,43.0,189.0,80.0,184.0,49.0,0.0,47,081,2017
"Humphreys County, Tennessee",7100.0,125.0,7064,4471,40998.0,7695.0,493.0,18281,7202.0,15.0,21.0,30.0,128.0,171.0,101.0,0.0,0.0,47,085,2017
"Jefferson County, Tennessee",22484.0,1064.0,20088,13777,45641.0,24644.0,1534.0,52887,23110.0,170.0,174.0,186.0,353.0,309.0,278.0,6.0,24.0,47,089,2017
"Putnam County, Tennessee",32106.0,866.0,30624,20941,37802.0,34776.0,2380.0,75565,32396.0,304.0,108.0,311.0,493.0,616.0,541.0,0.0,0.0,47,141,2017
"Sequatchie County, Tennessee",5843.0,268.0,5505,3858,51312.0,6447.0,500.0,14654,5947.0,24.0,8.0,106.0,154.0,126.0,182.0,0.0,0.0,47,153,2017
"Sevier County, Tennessee",44644.0,2135.0,36901,26842,44473.0,48994.0,3049.0,95523,45945.0,252.0,424.0,285.0,1272.0,762.0,860.0,0.0,8.0,47,155,2017
"Stewart County, Tennessee",5116.0,125.0,5315,3200,44090.0,5644.0,463.0,13248,5181.0,23.0,9.0,0.0,59.0,59.0,79.0,0.0,0.0,47,161,2017
"Carroll County, Tennessee",10794.0,294.0,11321,7439,38201.0,11863.0,813.0,28137,11050.0,74.0,56.0,99.0,209.0,97.0,127.0,2.0,18.0,47,017,2017
"Chester County, Tennessee",6951.0,210.0,5998,4168,43740.0,7815.0,806.0,17097,7009.0,64.0,60.0,21.0,106.0,103.0,79.0,0.0,0.0,47,023,2017
"Decatur County, Tennessee",4431.0,242.0,4721,3039,36427.0,4980.0,483.0,11681,4497.0,14.0,26.0,12.0,170.0,47.0,60.0,0.0,14.0,47,039,2017
"Davidson County, Tennessee",355699.0,20116.0,273497,216519,53419.0,384413.0,20324.0,678322,364089.0,6318.0,4892.0,8147.0,9844.0,14532.0,12296.0,304.0,449.0,47,037,2017
"Jackson County, Tennessee",3954.0,82.0,4566,2731,33933.0,4525.0,419.0,11573,4106.0,36.0,13.0,7.0,64.0,27.0,42.0,0.0,0.0,47,087,2017
"McNairy County, Tennessee",9220.0,494.0,10095,6039,34353.0,10782.0,1469.0,25945,9313.0,50.0,24.0,113.0,112.0,177.0,81.0,12.0,0.0,47,109,2017
"Perry County, Tennessee",2616.0,249.0,3295,1715,31503.0,2925.0,180.0,7882,2745.0,57.0,44.0,2.0,44.0,2.0,24.0,0.0,0.0,47,135,2017
"Roane County, Tennessee",20863.0,698.0,21619,14989,45407.0,23116.0,1907.0,52926,21209.0,139.0,144.0,143.0,303.0,932.0,392.0,0.0,0.0,47,145,2017
"Bradley County, Tennessee",45524.0,1750.0,39615,28671,46381.0,50020.0,3614.0,103666,46406.0,330.0,228.0,476.0,1026.0,548.0,921.0,24.0,21.0,47,011,2017
"Meigs County, Tennessee",4192.0,61.0,4818,2780,39786.0,4772.0,472.0,11830,4300.0,18.0,8.0,5.0,50.0,3.0,20.0,0.0,0.0,47,121,2017
"Hamblen County, Tennessee",25764.0,737.0,24343,16047,42042.0,28242.0,2158.0,63465,26084.0,135.0,88.0,131.0,545.0,229.0,258.0,0.0,0.0,47,063,2017
"Haywood County, Tennessee",7617.0,110.0,7104,3888,36118.0,8248.0,562.0,17944,7686.0,17.0,28.0,47.0,132.0,33.0,91.0,0.0,0.0,47,075,2017
"Union County, Tennessee",7112.0,370.0,7268,4239,40132.0,7804.0,564.0,19176,7240.0,60.0,100.0,32.0,128.0,88.0,76.0,0.0,0.0,47,173,2017
"Hardin County, Tennessee",9615.0,810.0,10118,6311,39092.0,10738.0,1022.0,25813,9716.0,65.0,77.0,100.0,252.0,173.0,87.0,0.0,0.0,47,071,2017
"Montgomery County, Tennessee",88334.0,2268.0,68904,55650,53737.0,83979.0,6257.0,192120,77722.0,804.0,313.0,768.0,1226.0,1812.0,1555.0,5.0,8.0,47,125,2017
"Dickson County, Tennessee",22248.0,738.0,19032,12674,47398.0,23567.0,1113.0,51341,22454.0,224.0,101.0,191.0,481.0,532.0,438.0,13.0,3.0,47,043,2017
"Morgan County, Tennessee",6885.0,118.0,7384,4811,40707.0,7704.0,584.0,21639,7120.0,32.0,23.0,0.0,96.0,234.0,149.0,0.0,0.0,47,129,2017
"Grundy County, Tennessee",4116.0,257.0,4894,2900,31919.0,4754.0,582.0,13359,4172.0,7.0,3.0,21.0,43.0,56.0,24.0,0.0,0.0,47,061,2017
"Monroe County, Tennessee",16064.0,347.0,17416,11471,36931.0,18245.0,1694.0,45698,16551.0,190.0,47.0,80.0,291.0,250.0,251.0,0.0,0.0,47,123,2017
"Henry County, Tennessee",12470.0,486.0,13483,9057,40415.0,13585.0,905.0,32263,12680.0,40.0,65.0,122.0,274.0,107.0,169.0,7.0,16.0,47,079,2017
"Cocke County, Tennessee",14044.0,335.0,14592,7765,32027.0,15700.0,1508.0,35262,14192.0,36.0,17.0,96.0,207.0,55.0,149.0,50.0,0.0,47,029,2017
"Crockett County, Tennessee",5949.0,113.0,5400,3256,39692.0,6430.0,382.0,14554,6048.0,30.0,31.0,27.0,181.0,41.0,101.0,0.0,0.0,47,033,2017
"DeKalb County, Tennessee",7880.0,102.0,7362,4844,40690.0,8479.0,476.0,19380,8003.0,75.0,62.0,38.0,76.0,64.0,131.0,0.0,5.0,47,041,2017
"Lake County, Tennessee",1821.0,48.0,2164,1304,31993.0,2148.0,242.0,7588,1906.0,23.0,0.0,7.0,35.0,12.0,23.0,0.0,0.0,47,095,2017
"Knox County, Tennessee",219159.0,10694.0,182315,143389,52458.0,235712.0,12964.0,452286,222748.0,3532.0,2299.0,4191.0,5497.0,10435.0,7019.0,154.0,59.0,47,093,2017
"Lewis County, Tennessee",4743.0,212.0,4663,2596,37092.0,4973.0,201.0,11944,4772.0,75.0,42.0,25.0,150.0,52.0,88.0,0.0,0.0,47,101,2017
"McMinn County, Tennessee",20313.0,670.0,20352,13116,39990.0,22737.0,1897.0,52569,20840.0,127.0,98.0,145.0,601.0,174.0,327.0,0.0,0.0,47,107,2017
"Marshall County, Tennessee",13494.0,301.0,12008,8131,46837.0,14974.0,976.0,31753,13998.0,114.0,74.0,202.0,340.0,198.0,318.0,0.0,0.0,47,117,2017
"Obion County, Tennessee",12307.0,340.0,12795,8748,38063.0,13646.0,1131.0,30659,12515.0,58.0,45.0,29.0,385.0,216.0,96.0,0.0,22.0,47,131,2017
"Rhea County, Tennessee",12856.0,445.0,12607,7847,39368.0,14492.0,1151.0,32478,13341.0,216.0,15.0,92.0,385.0,199.0,171.0,0.0,0.0,47,143,2017
"Scott County, Tennessee",8116.0,230.0,8519,5156,31875.0,9214.0,867.0,21949,8347.0,86.0,21.0,63.0,199.0,80.0,163.0,0.0,0.0,47,151,2017
"Tipton County, Tennessee",27391.0,574.0,21445,15377,57212.0,30103.0,2432.0,61434,27671.0,73.0,107.0,268.0,808.0,310.0,658.0,0.0,4.0,47,167,2017
"Anderson County, Tennessee",31489.0,954.0,30518,21801,47206.0,34601.0,2388.0,75538,32213.0,267.0,98.0,250.0,789.0,1943.0,1531.0,0.0,7.0,47,001,2017
"Coffee County, Tennessee",22614.0,816.0,21576,14482,46614.0,24732.0,1441.0,54074,23291.0,89.0,128.0,106.0,331.0,633.0,362.0,0.0,0.0,47,031,2017
"Dyer County, Tennessee",15968.0,430.0,15327,11004,44386.0,17433.0,1278.0,37751,16155.0,24.0,45.0,127.0,503.0,185.0,122.0,0.0,0.0,47,045,2017
"Fentress County, Tennessee",6493.0,373.0,7385,4620,32616.0,7092.0,515.0,17940,6577.0,53.0,2.0,88.0,76.0,56.0,18.0,0.0,0.0,47,049,2017
"Gibson County, Tennessee",20358.0,315.0,19280,12546,41315.0,21853.0,1330.0,49222,20523.0,165.0,166.0,268.0,534.0,211.0,218.0,0.0,19.0,47,053,2017
"Hamilton County, Tennessee",163225.0,8172.0,139037,104610,50273.0,177716.0,10505.0,354589,167211.0,1542.0,1128.0,3926.0,7287.0,5679.0,3650.0,148.0,132.0,47,065,2017
"Hardeman County, Tennessee",8085.0,418.0,8680,4696,36686.0,9715.0,1534.0,25784,8181.0,67.0,9.0,37.0,89.0,67.0,45.0,0.0,0.0,47,069,2017
"Loudon County, Tennessee",19926.0,961.0,20090,15159,55431.0,21793.0,1430.0,51024,20363.0,118.0,60.0,108.0,397.0,674.0,585.0,10.0,9.0,47,105,2017
"Polk County, Tennessee",6633.0,155.0,7023,4529,42307.0,7205.0,443.0,16722,6762.0,88.0,7.0,78.0,192.0,38.0,65.0,0.0,0.0,47,139,2017
"Rutherford County, Tennessee",152647.0,5900.0,106673,85889,62149.0,163176.0,8247.0,298456,154929.0,2079.0,1957.0,3242.0,4566.0,3763.0,3158.0,156.0,240.0,47,149,2017
"Smith County, Tennessee",8285.0,158.0,7535,5041,44275.0,8754.0,327.0,19279,8427.0,44.0,26.0,141.0,177.0,95.0,95.0,0.0,0.0,47,159,2017
"White County, Tennessee",9726.0,200.0,9793,6162,37654.0,11013.0,1019.0,26394,9994.0,60.0,26.0,110.0,168.0,108.0,145.0,0.0,0.0,47,185,2017
"Wilson County, Tennessee",61983.0,3328.0,47213,38554,66123.0,66193.0,2986.0,128874,63207.0,803.0,526.0,1010.0,2466.0,2105.0,1999.0,55.0,74.0,47,189,2017
"Sullivan County, Tennessee",65290.0,2259.0,66388,48483,42251.0,71506.0,4869.0,156519,66637.0,718.0,463.0,706.0,1509.0,1139.0,1000.0,66.0,13.0,47,163,2017
"Unicoi County, Tennessee",6852.0,305.0,7613,4749,36576.0,7869.0,852.0,17830,7017.0,19.0,39.0,31.0,122.0,110.0,28.0,19.0,0.0,47,171,2017
"Mason County, Michigan",12148.0,523.0,12186,8647,45524.0,13437.0,1019.0,28800,12418.0,71.0,111.0,122.0,234.0,140.0,201.0,0.0,0.0,26,105,2017
"Menominee County, Michigan",10320.0,440.0,10593,7201,44480.0,11311.0,673.0,23389,10638.0,88.0,56.0,30.0,243.0,156.0,103.0,1.0,0.0,26,109,2017
"Montcalm County, Michigan",25233.0,987.0,23556,15738,44651.0,27733.0,1946.0,62956,25787.0,155.0,150.0,136.0,368.0,252.0,410.0,0.0,5.0,26,117,2017
"Missaukee County, Michigan",6065.0,287.0,5941,4050,42370.0,6677.0,468.0,14982,6209.0,22.0,18.0,41.0,82.0,74.0,38.0,0.0,0.0,26,113,2017
"St. Joseph County, Michigan",27007.0,907.0,23831,16882,47856.0,29165.0,1560.0,60890,27605.0,93.0,152.0,145.0,341.0,304.0,432.0,0.0,3.0,26,149,2017
"St. Clair County, Michigan",70641.0,1686.0,64387,49958,53641.0,78342.0,5923.0,159761,72419.0,446.0,548.0,529.0,1233.0,879.0,1180.0,23.0,46.0,26,147,2017
"Van Buren County, Michigan",32796.0,1346.0,29151,20445,49119.0,35851.0,2352.0,75190,33499.0,247.0,131.0,246.0,909.0,547.0,657.0,12.0,0.0,26,159,2017
"Washtenaw County, Michigan",179583.0,10561.0,138947,118640,65618.0,194398.0,10479.0,361509,183919.0,2066.0,1546.0,2360.0,2170.0,10068.0,6211.0,121.0,166.0,26,161,2017
"Arenac County, Michigan",5716.0,170.0,6663,4115,39947.0,6462.0,620.0,15238,5842.0,30.0,18.0,33.0,119.0,85.0,71.0,0.0,0.0,26,011,2017
"Barry County, Michigan",27333.0,1154.0,23539,17879,57312.0,29710.0,1833.0,59607,27877.0,114.0,99.0,277.0,1018.0,486.0,602.0,5.0,0.0,26,015,2017
"Cass County, Michigan",22435.0,1031.0,20686,14956,50699.0,25242.0,1965.0,51397,23277.0,116.0,60.0,245.0,491.0,333.0,328.0,0.0,4.0,26,027,2017
"Iron County, Michigan",4309.0,258.0,5315,3060,36773.0,4640.0,264.0,11291,4376.0,82.0,50.0,6.0,96.0,74.0,66.0,5.0,0.0,26,071,2017
"Benzie County, Michigan",7495.0,460.0,6911,5336,53185.0,8210.0,531.0,17462,7679.0,27.0,31.0,77.0,163.0,167.0,162.0,0.0,0.0,26,019,2017
"Roscommon County, Michigan",7486.0,353.0,11131,7997,37834.0,8800.0,1143.0,23934,7657.0,38.0,85.0,69.0,128.0,98.0,57.0,0.0,8.0,26,143,2017
"Schoolcraft County, Michigan",2695.0,136.0,3282,2043,37428.0,3165.0,441.0,8114,2724.0,11.0,0.0,31.0,123.0,24.0,17.0,0.0,0.0,26,153,2017
"Wayne County, Michigan",705969.0,22867.0,673143,463859,43702.0,816743.0,94628.0,1763822,722115.0,6710.0,5371.0,10252.0,18836.0,19521.0,17719.0,270.0,468.0,26,163,2017
"Branch County, Michigan",18452.0,798.0,16415,11936,48192.0,19780.0,919.0,43543,18861.0,99.0,92.0,108.0,394.0,185.0,162.0,0.0,11.0,26,023,2017
"Grand Traverse County, Michigan",44984.0,2456.0,36519,29968,58229.0,47976.0,2586.0,91222,45390.0,394.0,347.0,1092.0,1369.0,1492.0,974.0,0.0,1.0,26,055,2017
"Jackson County, Michigan",66605.0,2279.0,61418,45859,49715.0,73055.0,5569.0,158989,67486.0,518.0,226.0,514.0,1516.0,1627.0,927.0,3.0,14.0,26,075,2017
"Mackinac County, Michigan",4404.0,300.0,5132,3374,42559.0,5084.0,532.0,10836,4552.0,24.0,26.0,36.0,62.0,95.0,51.0,0.0,0.0,26,097,2017
"Genesee County, Michigan",163296.0,5104.0,166838,120227,45231.0,187111.0,20192.0,410881,166919.0,1443.0,1067.0,1740.0,3607.0,3564.0,3208.0,36.0,68.0,26,049,2017
"Antrim County, Michigan",9528.0,694.0,9732,7063,50988.0,10406.0,635.0,23133,9771.0,47.0,74.0,99.0,159.0,214.0,148.0,0.0,0.0,26,009,2017
"Houghton County, Michigan",14830.0,710.0,13157,9581,41379.0,16342.0,1114.0,36333,15228.0,221.0,106.0,204.0,405.0,481.0,278.0,0.0,0.0,26,061,2017
"Livingston County, Michigan",93385.0,4107.0,70831,59415,78430.0,99339.0,4604.0,186946,94735.0,974.0,602.0,1920.0,2489.0,3943.0,2774.0,51.0,91.0,26,093,2017
"Iosco County, Michigan",8738.0,315.0,11457,8195,41414.0,9871.0,947.0,25317,8924.0,20.0,33.0,87.0,279.0,106.0,92.0,3.0,0.0,26,069,2017
"Lake County, Michigan",3450.0,178.0,4555,2586,32309.0,3974.0,460.0,11669,3514.0,11.0,17.0,26.0,80.0,34.0,42.0,0.0,0.0,26,085,2017
"Manistee County, Michigan",9294.0,346.0,9810,7080,44882.0,10189.0,817.0,24432,9372.0,104.0,38.0,51.0,231.0,89.0,99.0,0.0,3.0,26,101,2017
"Montmorency County, Michigan",2921.0,162.0,4074,2681,39152.0,3405.0,434.0,9290,2971.0,5.0,12.0,10.0,73.0,33.0,44.0,0.0,0.0,26,119,2017
"Presque Isle County, Michigan",4427.0,190.0,5929,3716,43758.0,5111.0,581.0,12854,4530.0,19.0,16.0,19.0,94.0,62.0,59.0,0.0,0.0,26,141,2017
"Gladwin County, Michigan",8733.0,316.0,10990,6525,40871.0,9610.0,714.0,25324,8896.0,32.0,29.0,90.0,265.0,84.0,81.0,0.0,3.0,26,051,2017
"Kalamazoo County, Michigan",126473.0,5205.0,102362,84269,51945.0,138000.0,9062.0,259830,128938.0,1106.0,658.0,2087.0,3151.0,3921.0,2942.0,45.0,20.0,26,077,2017
"Mecosta County, Michigan",17499.0,953.0,15641,10959,43470.0,19963.0,1744.0,43181,18219.0,102.0,114.0,161.0,341.0,131.0,259.0,5.0,3.0,26,107,2017
"Marquette County, Michigan",29021.0,991.0,26199,19745,48491.0,31735.0,1989.0,67145,29746.0,372.0,206.0,306.0,749.0,584.0,566.0,22.0,3.0,26,103,2017
